Breach_ID,Breach_Start_Date,Breach_End_Date,Year,Attack_Type,Attack_Vector,Vulnerability,Detection_Method,System_Affected,Breach_Severity,How_Resolved,Origin_Country,Target_Country,Target_Sector,Data_Compromised,Notes,Breach_Duration_Days
838ADC81,2016-12-30,2017-01-07,2016,Phishing,Remote Desktop (RDP),Outdated Firewall,Firewall Logs,Payment Server,Low,Zero-Day Patch,India,Italy,Healthcare,Basic Metadata,Automated synthetic breach entry for research dataset.,8
4141F06B,2016-11-13,2016-11-19,2016,Ransomware,Web Exploit,Privilege Escalation Bug,Manual Review,Internal Network,High,System Isolation,Australia,Pakistan,Banking,Credentials,Automated synthetic breach entry for research dataset.,6
274C8AEF,2018-05-19,2018-05-26,2018,Phishing,Cloud Misconfiguration,Misconfigured S3 Bucket,Firewall Logs,Cloud Storage,Low,Patch Applied,India,Brazil,Tech,Minimal Logs,Automated synthetic breach entry for research dataset.,7
E91873CF,2018-05-20,2018-05-21,2018,Phishing,USB Infection,Unpatched VPN,Firewall Logs,IoT Devices,Low,Patch Applied,Italy,Iran,Government,Minimal Logs,Automated synthetic breach entry for research dataset.,1
C54D1397,2021-06-23,2021-06-26,2021,Ransomware,Social Engineering,CVE-2021-44228 (Log4j),SIEM Alerts,Email System,Critical,MFA Implemented,Russia,UK,Banking,Full Database Dump,Automated synthetic breach entry for research dataset.,3
0C173C4F,2016-10-15,2016-10-17,2016,Zero-Day Exploit,USB Infection,Unsecured API,Firewall Logs,Payment Server,Medium,Traffic Filtering,Pakistan,Italy,Tech,Internal Documents,Automated synthetic breach entry for research dataset.,2
BA7EA660,2023-01-05,2023-01-22,2023,Insider Threat,Malicious Link,Zero-Day Vulnerability,AI-Based Monitoring,Database,Critical,System Isolation,UAE,Netherlands,Retail,Full Database Dump,Automated synthetic breach entry for research dataset.,17
6B537A77,2022-05-08,2022-05-15,2022,Cloud Misconfiguration,Malicious Link,Unsecured API,SIEM Alerts,Payment Server,High,MFA Implemented,Australia,USA,Tech,Credentials,Automated synthetic breach entry for research dataset.,7
C7BE7A2C,2025-03-15,2025-03-20,2025,Ransomware,Compromised Vendor,Zero-Day Vulnerability,Threat Intelligence Feed,Database,High,Malware Removal,Netherlands,Nigeria,Retail,User Tokens,Automated synthetic breach entry for research dataset.,5
E36F4EBC,2024-06-05,2024-06-25,2024,Ransomware,Email Phishing,Unsecured API,AI-Based Monitoring,Endpoint Devices,High,Zero-Day Patch,India,Italy,Banking,Transaction Logs,Automated synthetic breach entry for research dataset.,20
5779BE07,2017-05-29,2017-06-02,2017,Zero-Day Exploit,Malicious Link,Unsecured API,Firewall Logs,Internal Network,High,Firewall Updated,Canada,Russia,Tech,User Tokens,Automated synthetic breach entry for research dataset.,4
FD07065C,2025-05-22,2025-05-29,2025,Zero-Day Exploit,Remote Desktop (RDP),Unsecured API,AI-Based Monitoring,Web Server,High,Patch Applied,Pakistan,Iran,Education,User Tokens,Automated synthetic breach entry for research dataset.,7
AD500202,2015-11-15,2015-11-17,2015,Phishing,Cloud Misconfiguration,Weak Password Policy,Manual Review,Web Server,Low,Zero-Day Patch,Italy,China,Tech,Minimal Logs,Automated synthetic breach entry for research dataset.,2
4A7E9F42,2018-06-08,2018-06-10,2018,Phishing,Malicious Link,Privilege Escalation Bug,Manual Review,Endpoint Devices,Low,Patch Applied,UAE,USA,Retail,Basic Metadata,Automated synthetic breach entry for research dataset.,2
B1C4F3C7,2018-04-18,2018-04-25,2018,Zero-Day Exploit,Email Phishing,Outdated Firewall,Manual Review,Internal Network,Medium,System Isolation,Pakistan,India,Manufacturing,Emails,Automated synthetic breach entry for research dataset.,7
E951D6AB,2019-11-19,2019-11-21,2019,Cloud Misconfiguration,Compromised Vendor,SQL Injection Flaw,Manual Review,Database,Medium,MFA Implemented,Netherlands,France,Telecom,Internal Documents,Automated synthetic breach entry for research dataset.,2
EA148357,2019-09-07,2019-09-10,2019,Web Exploit,Web Exploit,Zero-Day Vulnerability,Firewall Logs,Web Server,Medium,Key Rotation,France,South Korea,Education,Internal Documents,Automated synthetic breach entry for research dataset.,3
921DAFFB,2022-05-31,2022-06-08,2022,Cloud Misconfiguration,Malicious Link,SQL Injection Flaw,SIEM Alerts,Cloud Storage,High,System Isolation,UAE,South Korea,Transportation,User Tokens,Automated synthetic breach entry for research dataset.,8
8D69A027,2021-07-07,2021-07-12,2021,Cloud Misconfiguration,Remote Desktop (RDP),Outdated Firewall,Firewall Logs,Web Server,Medium,Traffic Filtering,Nigeria,Italy,Banking,Internal Documents,Automated synthetic breach entry for research dataset.,5
26B05B22,2019-09-28,2019-09-29,2019,Phishing,Email Phishing,Weak Password Policy,Manual Review,Database,Low,Backups Restored,Pakistan,China,Telecom,Basic Metadata,Automated synthetic breach entry for research dataset.,1
CAFE5A51,2016-11-08,2016-11-16,2016,Cloud Misconfiguration,Social Engineering,Zero-Day Vulnerability,Manual Review,IoT Devices,Medium,Key Rotation,Italy,USA,Finance,Emails,Automated synthetic breach entry for research dataset.,8
4BA6BF5B,2025-11-06,2025-11-15,2025,Cloud Misconfiguration,Compromised Vendor,Outdated Firewall,Threat Intelligence Feed,Cloud Storage,Medium,Malware Removal,Germany,UK,Manufacturing,Internal Documents,Automated synthetic breach entry for research dataset.,9
647FD569,2021-07-01,2021-07-08,2021,Ransomware,Email Phishing,SQL Injection Flaw,SIEM Alerts,Cloud Storage,Critical,Zero-Day Patch,Brazil,Nigeria,Manufacturing,Financial Records,Automated synthetic breach entry for research dataset.,7
4E2DEDD6,2020-01-28,2020-02-09,2020,Ransomware,Remote Desktop (RDP),Zero-Day Vulnerability,Firewall Logs,IoT Devices,Critical,MFA Implemented,Germany,UAE,Education,Sensitive PII,Automated synthetic breach entry for research dataset.,12
92753847,2017-12-04,2017-12-08,2017,Cloud Misconfiguration,Web Exploit,Misconfigured S3 Bucket,Firewall Logs,Email System,High,Patch Applied,South Korea,USA,Tech,Transaction Logs,Automated synthetic breach entry for research dataset.,4
6B792087,2023-01-08,2023-01-14,2023,Ransomware,Cloud Misconfiguration,Misconfigured S3 Bucket,SIEM Alerts,Payment Server,Critical,Malware Removal,Netherlands,Canada,Manufacturing,Full Database Dump,Automated synthetic breach entry for research dataset.,6
2B412B8D,2025-09-15,2025-09-27,2025,Cloud Misconfiguration,Cloud Misconfiguration,Unpatched VPN,AI-Based Monitoring,Cloud Storage,High,MFA Implemented,Iran,Italy,Government,Credentials,Automated synthetic breach entry for research dataset.,12
89923DC6,2022-10-28,2022-11-08,2022,Ransomware,Web Exploit,Unpatched VPN,SIEM Alerts,Cloud Storage,Critical,Firewall Updated,Japan,Italy,Government,Financial Records,Automated synthetic breach entry for research dataset.,11
E70B44B2,2018-05-13,2018-05-20,2018,Insider Threat,Email Phishing,Weak Password Policy,Firewall Logs,Database,Critical,Backups Restored,Brazil,France,Banking,Sensitive PII,Automated synthetic breach entry for research dataset.,7
9C49E68E,2017-08-05,2017-08-08,2017,Phishing,Social Engineering,Privilege Escalation Bug,Firewall Logs,Cloud Storage,Low,System Isolation,UAE,Brazil,Education,Minimal Logs,Automated synthetic breach entry for research dataset.,3
E4653EE6,2022-06-25,2022-07-06,2022,Ransomware,Web Exploit,SQL Injection Flaw,SIEM Alerts,IoT Devices,High,System Isolation,South Korea,South Korea,Government,Transaction Logs,Automated synthetic breach entry for research dataset.,11
DE4097ED,2019-07-03,2019-07-05,2019,Zero-Day Exploit,Cloud Misconfiguration,Privilege Escalation Bug,Firewall Logs,Cloud Storage,Medium,Patch Applied,Germany,Germany,Transportation,Emails,Automated synthetic breach entry for research dataset.,2
D628E367,2017-12-02,2017-12-05,2017,Cloud Misconfiguration,Remote Desktop (RDP),Unpatched VPN,Manual Review,IoT Devices,Medium,Employee Terminated,USA,Canada,Manufacturing,Internal Documents,Automated synthetic breach entry for research dataset.,3
EEF20F33,2021-06-08,2021-06-16,2021,Ransomware,Social Engineering,Zero-Day Vulnerability,Firewall Logs,Payment Server,Critical,Traffic Filtering,India,USA,Transportation,Full Database Dump,Automated synthetic breach entry for research dataset.,8
51F92CE1,2015-11-03,2015-11-06,2015,Cloud Misconfiguration,Malicious Link,Unpatched VPN,Firewall Logs,Internal Network,Medium,System Isolation,Italy,Nigeria,Banking,Emails,Automated synthetic breach entry for research dataset.,3
D5ACEAE7,2025-05-08,2025-05-21,2025,Web Exploit,Malicious Link,Outdated Firewall,AI-Based Monitoring,Cloud Storage,Low,Firewall Updated,UAE,USA,Finance,Minimal Logs,Automated synthetic breach entry for research dataset.,13
4C7B2C84,2019-08-05,2019-08-08,2019,Phishing,USB Infection,Outdated Firewall,Firewall Logs,Cloud Storage,Low,MFA Implemented,UK,Nigeria,Finance,Minimal Logs,Automated synthetic breach entry for research dataset.,3
D776E22B,2015-04-11,2015-04-12,2015,Phishing,Web Exploit,Zero-Day Vulnerability,Firewall Logs,Email System,Low,Key Rotation,Canada,UAE,Energy,Basic Metadata,Automated synthetic breach entry for research dataset.,1
22A50B92,2021-05-26,2021-06-07,2021,Web Exploit,Email Phishing,CVE-2021-44228 (Log4j),Firewall Logs,Endpoint Devices,Low,Traffic Filtering,USA,UK,Healthcare,Basic Metadata,Automated synthetic breach entry for research dataset.,12
D339566B,2015-09-18,2015-09-23,2015,Phishing,Remote Desktop (RDP),Unsecured API,Firewall Logs,Web Server,Low,Zero-Day Patch,Spain,Iran,Energy,Minimal Logs,Automated synthetic breach entry for research dataset.,5
5C8A3845,2025-08-24,2025-09-03,2025,Cloud Misconfiguration,Cloud Misconfiguration,Weak Password Policy,SIEM Alerts,Web Server,High,Malware Removal,UK,Brazil,Tech,Credentials,Automated synthetic breach entry for research dataset.,10
38851B68,2025-12-09,2025-12-16,2025,Insider Threat,Drive-by Download,Unpatched VPN,Threat Intelligence Feed,Web Server,Critical,Firewall Updated,USA,Australia,Telecom,Sensitive PII,Automated synthetic breach entry for research dataset.,7
A9C5D78B,2020-10-27,2020-10-30,2020,Phishing,Malicious Link,Weak Password Policy,SIEM Alerts,IoT Devices,Low,Key Rotation,Germany,Japan,Retail,Minimal Logs,Automated synthetic breach entry for research dataset.,3
6A537785,2024-02-10,2024-02-19,2024,Ransomware,Web Exploit,Outdated Firewall,Threat Intelligence Feed,Cloud Storage,Critical,Key Rotation,India,Iran,Telecom,Financial Records,Automated synthetic breach entry for research dataset.,9
71F28FAA,2022-10-31,2022-11-11,2022,Zero-Day Exploit,Compromised Vendor,Zero-Day Vulnerability,Firewall Logs,Email System,High,Employee Terminated,China,Australia,Banking,Transaction Logs,Automated synthetic breach entry for research dataset.,11
C20FB90E,2023-06-28,2023-07-14,2023,Ransomware,Remote Desktop (RDP),Zero-Day Vulnerability,AI-Based Monitoring,Email System,Critical,Malware Removal,France,Russia,Retail,Full Database Dump,Automated synthetic breach entry for research dataset.,16
ABDB01D5,2016-08-31,2016-09-01,2016,Ransomware,Email Phishing,Outdated Firewall,Firewall Logs,Internal Network,Critical,Backups Restored,Pakistan,India,Banking,Sensitive PII,Automated synthetic breach entry for research dataset.,1
E477458D,2024-12-13,2024-12-29,2024,Ransomware,Drive-by Download,SQL Injection Flaw,AI-Based Monitoring,Internal Network,Critical,System Isolation,Italy,Russia,Government,Sensitive PII,Automated synthetic breach entry for research dataset.,16
6F90BE0B,2024-04-13,2024-04-26,2024,Cloud Misconfiguration,Compromised Vendor,Misconfigured S3 Bucket,SIEM Alerts,Internal Network,High,Zero-Day Patch,Canada,Netherlands,Healthcare,Transaction Logs,Automated synthetic breach entry for research dataset.,13
0FD9914C,2021-08-05,2021-08-09,2021,Ransomware,Social Engineering,Unsecured API,Unusual Activity Detection,Database,Critical,Malware Removal,Pakistan,Pakistan,Tech,Financial Records,Automated synthetic breach entry for research dataset.,4
360EB459,2020-09-08,2020-09-15,2020,Insider Threat,Compromised Vendor,Weak Password Policy,Unusual Activity Detection,Database,Critical,Patch Applied,Russia,Spain,Banking,Sensitive PII,Automated synthetic breach entry for research dataset.,7
1C70B5D9,2025-07-23,2025-08-03,2025,Ransomware,Email Phishing,Misconfigured S3 Bucket,AI-Based Monitoring,Cloud Storage,Critical,Zero-Day Patch,South Korea,Iran,Telecom,Financial Records,Automated synthetic breach entry for research dataset.,11
ECB467B1,2024-04-12,2024-04-24,2024,Ransomware,Web Exploit,Weak Password Policy,AI-Based Monitoring,IoT Devices,Critical,Zero-Day Patch,Nigeria,Germany,Tech,Full Database Dump,Automated synthetic breach entry for research dataset.,12
CCD36121,2024-11-21,2024-12-10,2024,Phishing,Malicious Link,Weak Password Policy,SIEM Alerts,Payment Server,Medium,Traffic Filtering,Nigeria,Russia,Tech,Emails,Automated synthetic breach entry for research dataset.,19
04F95269,2024-10-16,2024-10-22,2024,Ransomware,Compromised Vendor,Misconfigured S3 Bucket,SIEM Alerts,Endpoint Devices,Critical,MFA Implemented,Iran,UK,Government,Full Database Dump,Automated synthetic breach entry for research dataset.,6
AA733E7B,2024-01-04,2024-01-24,2024,Cloud Misconfiguration,Social Engineering,Outdated Firewall,SIEM Alerts,Internal Network,High,Firewall Updated,South Korea,Netherlands,Finance,Credentials,Automated synthetic breach entry for research dataset.,20
E2881032,2020-06-02,2020-06-11,2020,Zero-Day Exploit,Remote Desktop (RDP),Unpatched VPN,Firewall Logs,Web Server,Medium,Traffic Filtering,Japan,Russia,Education,Emails,Automated synthetic breach entry for research dataset.,9
55D3720D,2024-03-10,2024-03-15,2024,Insider Threat,Social Engineering,Outdated Firewall,SIEM Alerts,Web Server,High,MFA Implemented,Russia,Spain,Tech,Credentials,Automated synthetic breach entry for research dataset.,5
B270517D,2021-05-08,2021-05-13,2021,Ransomware,Compromised Vendor,Weak Password Policy,Unusual Activity Detection,Internal Network,Critical,Patch Applied,USA,Italy,Tech,Sensitive PII,Automated synthetic breach entry for research dataset.,5
7E95BAB1,2025-02-18,2025-03-03,2025,Ransomware,Malicious Link,Privilege Escalation Bug,AI-Based Monitoring,IoT Devices,High,System Isolation,Brazil,UAE,Education,Transaction Logs,Automated synthetic breach entry for research dataset.,13
7452D344,2018-03-22,2018-03-29,2018,Phishing,Web Exploit,Outdated Firewall,Firewall Logs,Cloud Storage,Low,Malware Removal,Italy,South Korea,Tech,Basic Metadata,Automated synthetic breach entry for research dataset.,7
CFF8B0F8,2018-09-05,2018-09-09,2018,Ransomware,Malicious Link,Unsecured API,Firewall Logs,Cloud Storage,High,Backups Restored,France,Italy,Banking,Transaction Logs,Automated synthetic breach entry for research dataset.,4
DFCE51C8,2023-07-17,2023-07-24,2023,Phishing,Malicious Link,Zero-Day Vulnerability,AI-Based Monitoring,Endpoint Devices,Medium,Key Rotation,Japan,Pakistan,Government,Internal Documents,Automated synthetic breach entry for research dataset.,7
70EB2833,2018-07-14,2018-07-22,2018,Zero-Day Exploit,Drive-by Download,Unsecured API,Manual Review,Payment Server,High,Patch Applied,Spain,Netherlands,Manufacturing,Transaction Logs,Automated synthetic breach entry for research dataset.,8
47947738,2025-04-25,2025-05-05,2025,Cloud Misconfiguration,Social Engineering,Unpatched VPN,AI-Based Monitoring,Payment Server,Medium,Backups Restored,India,UK,Banking,Emails,Automated synthetic breach entry for research dataset.,10
160A2477,2024-08-30,2024-09-06,2024,Zero-Day Exploit,Email Phishing,Unpatched VPN,AI-Based Monitoring,IoT Devices,High,Patch Applied,South Korea,Canada,Healthcare,User Tokens,Automated synthetic breach entry for research dataset.,7
CD60BDD2,2017-06-29,2017-06-30,2017,Phishing,Email Phishing,Weak Password Policy,Firewall Logs,Web Server,Medium,Firewall Updated,Netherlands,South Korea,Retail,Internal Documents,Automated synthetic breach entry for research dataset.,1
06F07806,2015-08-18,2015-08-23,2015,Phishing,USB Infection,Misconfigured S3 Bucket,Firewall Logs,Database,Medium,Traffic Filtering,France,South Korea,Education,Emails,Automated synthetic breach entry for research dataset.,5
EBB60C92,2015-09-26,2015-09-30,2015,Phishing,Compromised Vendor,Misconfigured S3 Bucket,Firewall Logs,Endpoint Devices,Medium,Firewall Updated,UK,Japan,Banking,Internal Documents,Automated synthetic breach entry for research dataset.,4
1CC556B9,2019-11-08,2019-11-16,2019,Phishing,Remote Desktop (RDP),Unpatched VPN,Firewall Logs,Web Server,Low,MFA Implemented,Brazil,South Korea,Energy,Basic Metadata,Automated synthetic breach entry for research dataset.,8
64783205,2025-01-31,2025-02-15,2025,Cloud Misconfiguration,Email Phishing,Outdated Firewall,AI-Based Monitoring,Web Server,Medium,Firewall Updated,South Korea,Germany,Telecom,Emails,Automated synthetic breach entry for research dataset.,15
B2CED251,2024-05-27,2024-06-09,2024,Cloud Misconfiguration,Drive-by Download,Misconfigured S3 Bucket,Threat Intelligence Feed,Payment Server,High,Key Rotation,Italy,UK,Tech,User Tokens,Automated synthetic breach entry for research dataset.,13
1F749242,2022-01-20,2022-01-30,2022,Zero-Day Exploit,Malicious Link,Outdated Firewall,SIEM Alerts,Internal Network,High,Zero-Day Patch,Italy,Iran,Banking,Credentials,Automated synthetic breach entry for research dataset.,10
